Price,Journey_month,Journey_day,Dep_Time_hours,Dep_Time_mins,Arrival_Time_hours,Arrival_Time_mins,Duration_hours,Duration_minutes,Duration_total_minutes,Source_Banglore,Source_Kolkata,Source_Delhi,Source_Chennai,Source_Mumbai,Airline label,Destination label,Total_Stops_label
7229.0,5,27,7,10,10,10,3,0,180,1,0,0,0,0,4,4,0
13357.0,6,24,11,45,4,25,16,40,1000,0,0,1,0,0,4,1,2
5583.0,4,24,15,45,22,5,6,20,380,0,0,1,0,0,8,1,1
10844.0,6,9,21,10,12,0,14,50,890,0,1,0,0,0,4,0,1
14231.0,3,24,16,55,19,40,26,45,1605,0,1,0,0,0,4,0,1
10919.0,6,3,14,35,12,35,22,0,1320,0,0,1,0,0,4,1,2
9790.0,3,9,5,15,6,50,25,35,1535,0,0,1,0,0,1,1,1
5298.0,4,1,6,50,12,10,5,20,320,0,0,1,0,0,3,1,1
3841.0,4,15,22,20,0,40,2,20,140,0,1,0,0,0,8,0,0
7682.0,3,6,8,35,21,20,12,45,765,0,0,1,0,0,3,1,2
10368.0,6,24,9,40,4,25,18,45,1125,0,0,1,0,0,4,1,2
8307.0,3,21,9,0,15,30,6,30,390,0,0,1,0,0,6,1,1
17471.0,3,6,21,25,20,20,22,55,1375,1,0,0,0,0,4,4,1
12898.0,5,21,16,0,19,0,27,0,1620,0,0,1,0,0,4,1,1
3841.0,5,24,6,55,9,30,2,35,155,0,1,0,0,0,8,0,0
4409.0,6,9,19,55,22,25,2,30,150,0,1,0,0,0,0,0,0
4049.0,6,12,6,25,7,55,1,30,90,0,0,0,0,1,3,2,0
14424.0,5,15,7,0,5,25,22,25,1345,0,1,0,0,0,1,0,2
6442.0,6,27,5,5,12,10,7,5,425,0,0,1,0,0,3,1,1
4284.0,5,12,22,10,1,0,2,50,170,1,0,0,0,0,3,4,0
8456.0,6,9,18,5,21,10,3,5,185,0,0,1,0,0,1,1,0
3873.0,5,9,9,0,11,25,2,25,145,0,1,0,0,0,8,0,0
3175.0,6,1,2,35,4,5,1,30,90,0,0,0,0,1,3,2,0
3841.0,5,6,9,0,11,25,2,25,145,0,1,0,0,0,8,0,0
10262.0,6,24,18,15,12,35,18,20,1100,0,0,1,0,0,4,1,1
8016.0,6,18,6,0,8,45,2,45,165,1,0,0,0,0,4,4,0
7905.0,3,3,7,5,16,10,9,5,545,0,0,1,0,0,6,1,1
9187.0,5,21,17,0,10,45,17,45,1065,0,1,0,0,0,10,0,1
5069.0,5,1,8,10,13,0,4,50,290,0,1,0,0,0,3,0,1
11982.0,5,3,17,45,20,5,2,20,140,0,0,0,1,0,10,3,0
12257.0,5,21,18,45,19,15,24,30,1470,0,0,1,0,0,1,1,2
12898.0,5,27,2,15,19,0,16,45,1005,0,0,1,0,0,4,1,1
5406.0,4,6,7,5,19,0,11,55,715,0,0,1,0,0,4,1,1
4804.0,4,24,14,25,16,55,2,30,150,0,1,0,0,0,3,0,0
6494.0,3,21,7,35,21,20,13,45,825,0,0,1,0,0,3,1,2
13587.0,6,3,9,0,21,0,12,0,720,0,0,1,0,0,6,1,1
7303.0,3,24,22,20,1,10,2,50,170,1,0,0,0,0,3,4,0
11467.0,5,6,17,0,18,0,25,0,1500,0,1,0,0,0,4,0,1
3597.0,6,1,13,15,15,35,2,20,140,0,0,0,1,0,3,3,0
4049.0,5,15,6,25,7,55,1,30,90,0,0,0,0,1,3,2,0
5684.0,6,12,15,0,1,30,10,30,630,0,0,1,0,0,3,1,1
13555.0,3,18,22,50,8,15,9,25,565,1,0,0,0,0,4,4,1
10199.0,6,24,21,25,12,35,15,10,910,0,0,1,0,0,4,1,2
6976.0,6,3,7,25,13,35,6,10,370,0,0,1,0,0,2,1,1
10368.0,6,1,9,40,4,25,18,45,1125,0,0,1,0,0,4,1,2
5170.0,3,21,14,15,16,45,2,30,150,0,1,0,0,0,1,0,0
3943.0,6,3,21,15,0,15,3,0,180,1,0,0,0,0,3,4,0
6314.0,5,27,11,25,21,0,9,35,575,0,0,1,0,0,3,1,1
5199.0,6,9,5,55,13,35,7,40,460,0,0,1,0,0,2,1,1
3173.0,3,21,13,10,14,30,1,20,80,0,0,0,0,1,8,2,0
10262.0,6,27,15,0,19,0,28,0,1680,0,0,1,0,0,4,1,1
8040.0,6,18,10,20,11,50,1,30,90,0,0,0,0,1,4,2,0
9646.0,6,12,13,5,22,30,9,25,565,0,0,1,0,0,6,1,1
13941.0,5,6,16,30,4,40,12,10,730,0,1,0,0,0,4,0,1
10975.0,6,27,7,5,9,25,26,20,1580,0,0,1,0,0,1,1,2
4049.0,6,6,9,15,10,45,1,30,90,0,0,0,0,1,3,2,0
3573.0,4,1,21,10,0,5,2,55,175,1,0,0,0,0,8,4,0
13626.0,6,12,8,25,19,50,11,25,685,0,1,0,0,0,4,0,1
11003.0,3,3,10,30,11,20,24,50,1490,1,0,0,0,0,1,4,1
7095.0,6,9,15,10,20,30,5,20,320,0,1,0,0,0,3,0,1
3100.0,5,15,19,30,20,45,1,15,75,0,0,0,0,1,1,2,0
3419.0,5,27,7,45,10,40,2,55,175,1,0,0,0,0,2,4,0
12373.0,5,9,11,30,19,0,7,30,450,0,0,1,0,0,4,1,1
11552.0,3,6,7,5,19,15,36,10,2170,0,0,1,0,0,1,1,2
8372.0,6,6,13,0,19,15,6,15,375,0,0,1,0,0,1,1,1
10703.0,5,6,9,35,22,5,12,30,750,0,1,0,0,0,4,0,1
17234.0,3,3,16,0,18,50,26,50,1610,0,0,1,0,0,4,1,1
10844.0,5,24,18,55,23,35,28,40,1720,0,1,0,0,0,4,0,1
5636.0,6,1,2,0,7,25,5,25,325,0,0,1,0,0,3,1,1
10262.0,6,24,13,0,12,35,23,35,1415,0,0,1,0,0,4,1,1
17024.0,3,6,13,0,18,50,5,50,350,0,0,1,0,0,4,1,1
6961.0,5,21,10,0,12,45,2,45,165,1,0,0,0,0,1,4,0
15129.0,5,9,9,40,19,0,9,20,560,0,0,1,0,0,4,1,2
6442.0,3,6,6,40,22,20,15,40,940,0,0,1,0,0,3,1,1
8844.0,5,15,11,15,18,30,7,15,435,0,1,0,0,0,8,0,1
7229.0,4,21,18,55,22,0,3,5,185,1,0,0,0,0,4,4,0
4282.0,4,27,4,55,7,45,2,50,170,1,0,0,0,0,0,4,0
8792.0,6,1,17,0,19,15,26,15,1575,0,0,1,0,0,1,1,1
7060.0,6,9,15,10,20,0,4,50,290,0,0,1,0,0,3,1,1
5277.0,6,3,22,5,0,25,2,20,140,0,0,0,1,0,3,3,0
14781.0,5,21,16,30,22,35,6,5,365,0,1,0,0,0,4,0,1
14714.0,6,6,9,0,19,0,10,0,600,0,0,1,0,0,4,1,1
15554.0,5,18,10,0,19,0,9,0,540,0,0,1,0,0,4,1,1
10697.0,5,21,8,20,18,30,10,10,610,0,1,0,0,0,1,0,2
4483.0,4,18,23,55,2,45,2,50,170,1,0,0,0,0,0,4,0
6751.0,5,9,7,55,13,25,5,30,330,0,0,1,0,0,0,1,1
7229.0,5,15,6,0,8,45,2,45,165,1,0,0,0,0,4,4,0
7198.0,5,27,13,0,1,30,12,30,750,0,0,1,0,0,6,1,1
8614.0,6,15,10,35,19,15,8,40,520,0,0,1,0,0,6,1,1
17471.0,3,6,21,25,19,10,21,45,1305,1,0,0,0,0,4,4,1
12583.0,3,6,22,20,4,25,6,5,365,0,0,1,0,0,4,1,1
13587.0,6,24,14,0,21,0,7,0,420,0,0,1,0,0,6,1,1
6461.0,3,24,17,15,19,45,2,30,150,0,1,0,0,0,8,0,0
4744.0,4,3,2,0,7,25,5,25,325,0,0,1,0,0,3,1,1
11733.0,6,6,9,40,12,35,26,55,1615,0,0,1,0,0,4,1,2
3175.0,4,3,16,55,18,25,1,30,90,0,0,0,0,1,3,2,0
14781.0,5,1,21,10,4,40,7,30,450,0,1,0,0,0,4,0,1
8784.0,3,21,6,40,21,0,14,20,860,0,0,1,0,0,3,1,1
3943.0,5,1,4,0,6,50,2,50,170,1,0,0,0,0,3,4,0
7530.0,6,3,17,45,1,30,7,45,465,0,0,1,0,0,6,1,1
3100.0,6,9,6,20,7,40,1,20,80,0,0,0,0,1,1,2,0
10152.0,5,27,2,15,12,35,10,20,620,0,0,1,0,0,4,1,1
12537.0,3,27,7,5,13,20,6,15,375,0,0,1,0,0,6,1,1
14151.0,5,24,20,25,21,5,24,40,1480,0,1,0,0,0,4,0,1
8586.0,5,1,16,30,4,40,12,10,730,0,1,0,0,0,4,0,1
16079.0,6,27,21,50,4,25,6,35,395,0,0,1,0,0,4,1,1
10262.0,6,1,10,0,4,25,18,25,1105,0,0,1,0,0,4,1,1
3257.0,5,21,5,55,8,35,2,40,160,1,0,0,0,0,8,4,0
6152.0,6,24,7,55,13,25,5,30,330,0,0,1,0,0,0,1,1
4392.0,5,24,12,0,13,30,1,30,90,0,0,0,0,1,3,2,0
10262.0,6,15,9,0,4,25,19,25,1165,0,0,1,0,0,4,1,1
6451.0,4,27,20,45,7,10,10,25,625,0,0,1,0,0,0,1,1
10577.0,6,9,20,55,19,0,22,5,1325,0,0,1,0,0,4,1,1
8610.0,6,12,7,10,20,20,13,10,790,0,1,0,0,0,10,0,1
8066.0,5,6,17,0,9,45,16,45,1005,0,1,0,0,0,4,0,1
13587.0,6,24,9,0,21,0,12,0,720,0,0,1,0,0,6,1,1
12856.0,3,3,19,45,19,15,23,30,1410,0,0,1,0,0,1,1,2
12681.0,4,1,20,0,12,0,16,0,960,0,1,0,0,0,4,0,1
7252.0,5,6,21,0,2,15,5,15,315,0,1,0,0,0,3,0,1
14231.0,3,24,18,55,16,20,21,25,1285,0,1,0,0,0,4,0,1
15898.0,5,27,11,30,19,15,7,45,465,0,0,1,0,0,6,1,1
14871.0,3,3,11,30,21,0,9,30,570,0,0,1,0,0,3,1,1
3943.0,6,6,13,0,15,50,2,50,170,1,0,0,0,0,3,4,0
14231.0,3,24,18,55,12,0,17,5,1025,0,1,0,0,0,4,0,1
4544.0,4,24,8,20,11,20,3,0,180,1,0,0,0,0,4,4,0
5403.0,4,1,21,0,23,50,2,50,170,1,0,0,0,0,10,4,0
11410.0,6,3,16,45,22,25,5,40,340,0,0,1,0,0,0,1,1
12173.0,3,24,20,30,12,30,16,0,960,0,1,0,0,0,1,0,1
4775.0,4,15,15,15,20,30,5,15,315,0,1,0,0,0,3,0,1
8371.0,4,9,8,45,19,15,10,30,630,0,0,1,0,0,6,1,1
3543.0,6,9,9,45,12,0,2,15,135,0,0,0,1,0,8,3,0
10141.0,3,27,9,10,15,30,6,20,380,0,0,1,0,0,3,1,1
13029.0,5,21,9,40,12,35,26,55,1615,0,0,1,0,0,4,1,2
14069.0,3,1,11,5,22,45,11,40,700,1,0,0,0,0,1,4,1
11245.0,3,24,15,25,22,55,7,30,450,0,1,0,0,0,0,0,2
6093.0,6,24,7,30,21,0,13,30,810,0,0,1,0,0,3,1,1
8452.0,5,1,20,20,9,5,12,45,765,0,1,0,0,0,10,0,1
12898.0,5,27,21,50,12,35,14,45,885,0,0,1,0,0,4,1,1
3100.0,6,24,21,5,22,25,1,20,80,0,0,0,0,1,1,2,0
4409.0,5,6,19,55,22,25,2,30,150,0,1,0,0,0,0,0,0
7384.0,6,9,17,40,23,0,5,20,320,0,0,1,0,0,1,1,1
6442.0,5,15,7,35,22,30,14,55,895,0,0,1,0,0,3,1,1
4462.0,3,9,10,10,12,55,2,45,165,0,1,0,0,0,3,0,0
11664.0,4,9,5,30,19,0,13,30,810,0,0,1,0,0,4,1,2
4886.0,4,6,11,0,14,15,3,15,195,0,0,1,0,0,4,1,0
3858.0,6,21,11,35,14,0,2,25,145,0,0,0,1,0,3,3,0
9345.0,5,15,20,20,18,50,22,30,1350,0,1,0,0,0,10,0,1
4945.0,3,21,9,35,12,30,2,55,175,1,0,0,0,0,8,4,0
3332.0,3,21,9,30,12,5,2,35,155,0,0,0,1,0,8,3,0
8834.0,3,21,19,10,4,25,33,15,1995,0,0,1,0,0,4,1,2
7229.0,3,9,19,55,22,35,2,40,160,1,0,0,0,0,4,4,0
5636.0,6,3,2,0,7,25,5,25,325,0,0,1,0,0,3,1,1
12898.0,5,21,8,0,19,0,11,0,660,0,0,1,0,0,4,1,1
5117.0,4,1,9,45,9,25,23,40,1420,0,0,1,0,0,1,1,1
6790.0,3,21,8,35,16,10,7,35,455,0,0,1,0,0,3,1,1
4804.0,5,9,15,30,18,5,2,35,155,0,1,0,0,0,3,0,0
8669.0,5,15,7,0,19,15,12,15,735,0,0,1,0,0,1,1,1
2017.0,5,24,5,45,7,15,1,30,90,0,0,0,0,1,8,2,0
6513.0,6,9,7,10,16,10,9,0,540,0,0,1,0,0,6,1,1
6386.0,6,9,2,0,7,45,5,45,345,0,0,1,0,0,3,1,1
5678.0,5,9,2,55,4,20,1,25,85,0,0,0,0,1,4,2,0
10262.0,6,9,9,0,4,25,19,25,1165,0,0,1,0,0,4,1,1
10529.0,5,6,7,30,19,0,11,30,690,0,0,1,0,0,6,1,1
12692.0,6,9,20,25,21,5,24,40,1480,0,1,0,0,0,4,0,1
10577.0,6,9,16,0,4,25,12,25,745,0,0,1,0,0,4,1,1
13033.0,6,6,10,0,1,20,15,20,920,0,1,0,0,0,1,0,2
5118.0,3,9,6,50,12,15,5,25,325,1,0,0,0,0,1,4,1
7740.0,6,3,12,50,21,0,8,10,490,0,0,1,0,0,6,1,1
3419.0,4,3,1,30,4,15,2,45,165,1,0,0,0,0,3,4,0
8016.0,6,6,6,0,8,45,2,45,165,1,0,0,0,0,4,4,0
9646.0,5,15,7,5,22,30,15,25,925,0,0,1,0,0,6,1,1
8016.0,6,12,18,55,22,0,3,5,185,1,0,0,0,0,4,4,0
4050.0,6,24,2,55,4,20,1,25,85,0,0,0,0,1,4,2,0
13591.0,6,6,14,25,19,15,28,50,1730,0,0,1,0,0,1,1,2
6688.0,3,15,14,55,17,50,2,55,175,0,0,1,0,0,10,1,0
10203.0,5,12,20,30,16,15,19,45,1185,0,1,0,0,0,1,0,1
13366.0,3,1,5,50,22,10,16,20,980,1,0,0,0,0,1,4,2
8662.0,5,6,20,20,10,45,14,25,865,0,1,0,0,0,10,0,1
4226.0,6,12,6,20,10,20,4,0,240,0,1,0,0,0,3,0,1
13587.0,6,27,8,0,21,0,13,0,780,0,0,1,0,0,6,1,1
13817.0,3,12,21,25,9,30,12,5,725,1,0,0,0,0,4,4,1
3873.0,6,1,22,20,0,40,2,20,140,0,1,0,0,0,8,0,0
4462.0,3,18,9,35,12,20,2,45,165,0,1,0,0,0,3,0,0
9134.0,3,15,5,45,13,15,7,30,450,1,0,0,0,0,4,4,1
4804.0,6,27,9,35,12,10,2,35,155,0,1,0,0,0,3,0,0
10919.0,6,12,6,45,4,25,21,40,1300,0,0,1,0,0,4,1,2
6093.0,4,27,7,10,16,10,9,0,540,0,0,1,0,0,6,1,1
4077.0,4,3,13,0,15,50,2,50,170,1,0,0,0,0,3,4,0
8067.0,5,21,17,40,23,0,5,20,320,0,0,1,0,0,1,1,1
13817.0,3,12,21,25,10,45,13,20,800,1,0,0,0,0,4,4,1
8578.0,3,15,9,45,14,25,4,40,280,1,0,0,0,0,4,4,1
15129.0,5,18,19,10,19,0,23,50,1430,0,0,1,0,0,4,1,2
6117.0,5,6,9,10,4,40,19,30,1170,0,1,0,0,0,1,0,2
14151.0,6,9,17,0,14,25,21,25,1285,0,1,0,0,0,4,0,1
5048.0,5,21,7,45,10,40,2,55,175,1,0,0,0,0,2,4,0
19685.0,3,1,13,0,15,50,2,50,170,1,0,0,0,0,3,4,0
7005.0,6,6,11,40,21,0,9,20,560,0,0,1,0,0,6,1,1
11087.0,3,12,20,35,19,10,22,35,1355,1,0,0,0,0,4,4,1
4668.0,5,18,21,0,23,50,2,50,170,1,0,0,0,0,10,4,0
15353.0,3,6,10,20,19,15,8,55,535,0,0,1,0,0,6,1,1
5769.0,6,24,15,15,18,10,2,55,175,1,0,0,0,0,4,4,0
13378.0,3,21,11,30,19,15,7,45,465,0,0,1,0,0,6,1,1
6303.0,3,24,8,15,13,0,4,45,285,0,1,0,0,0,3,0,1
15129.0,5,21,23,5,12,35,13,30,810,0,0,1,0,0,4,1,2
8586.0,5,1,18,55,8,15,13,20,800,0,1,0,0,0,4,0,1
3210.0,6,3,19,35,21,5,1,30,90,0,0,0,0,1,4,2,0
5613.0,4,6,19,30,22,15,2,45,165,1,0,0,0,0,10,4,0
5769.0,6,3,15,15,18,10,2,55,175,1,0,0,0,0,4,4,0
14151.0,5,15,17,0,19,10,26,10,1570,0,1,0,0,0,4,0,1
5224.0,5,21,14,25,16,55,2,30,150,0,1,0,0,0,3,0,0
13377.0,6,3,11,30,1,30,14,0,840,0,0,1,0,0,6,1,1
3971.0,6,1,9,30,12,20,2,50,170,1,0,0,0,0,8,4,0
8005.0,3,24,5,50,13,40,7,50,470,0,1,0,0,0,1,0,2
13067.0,5,24,20,25,10,55,14,30,870,0,1,0,0,0,4,0,1
6144.0,3,9,21,20,0,15,2,55,175,1,0,0,0,0,3,4,0
14960.0,6,12,9,50,23,15,13,25,805,0,1,0,0,0,1,0,2
8610.0,6,6,7,10,20,20,13,10,790,0,1,0,0,0,10,0,1
23001.0,3,9,8,55,15,55,7,0,420,1,0,0,0,0,4,4,2
9626.0,5,9,12,0,18,30,30,30,1830,0,1,0,0,0,1,0,2
3841.0,5,24,17,10,19,40,2,30,150,0,1,0,0,0,8,0,0
11467.0,5,1,17,0,18,0,25,0,1500,0,1,0,0,0,4,0,1
4943.0,3,21,8,15,23,10,14,55,895,1,0,0,0,0,1,4,1
3841.0,4,9,9,0,11,25,2,25,145,0,1,0,0,0,8,0,0
15965.0,6,24,15,5,1,30,10,25,625,0,0,1,0,0,6,1,2
5162.0,5,12,6,50,10,30,3,40,220,0,1,0,0,0,0,0,1
4392.0,5,9,12,0,13,30,1,30,90,0,0,0,0,1,3,2,0
6121.0,4,18,13,20,16,10,2,50,170,1,0,0,0,0,1,4,0
12898.0,6,27,22,50,4,25,5,35,335,0,0,1,0,0,4,1,1
5192.0,6,12,7,35,23,30,15,55,955,0,1,0,0,0,0,0,1
15078.0,3,6,8,0,15,30,7,30,450,0,0,1,0,0,6,1,1
7757.0,5,18,18,55,8,15,13,20,800,0,1,0,0,0,4,0,1
11762.0,3,9,7,5,19,15,36,10,2170,0,0,1,0,0,1,1,2
3897.0,3,24,22,20,1,10,2,50,170,1,0,0,0,0,3,4,0
8662.0,6,9,7,10,22,55,15,45,945,0,1,0,0,0,10,0,1
7670.0,5,15,15,15,1,30,10,15,615,0,0,1,0,0,6,1,1
6478.0,6,3,19,50,22,50,3,0,180,1,0,0,0,0,4,4,0
6818.0,6,15,5,5,16,10,11,5,665,0,0,1,0,0,3,1,1
11543.0,5,15,5,55,7,40,25,45,1545,0,0,1,0,0,1,1,2
10844.0,6,9,21,10,22,35,25,25,1525,0,1,0,0,0,4,0,1
4049.0,3,21,6,20,7,45,1,25,85,0,0,0,0,1,3,2,0
10262.0,6,24,15,0,12,35,21,35,1295,0,0,1,0,0,4,1,1
9345.0,6,6,20,20,23,25,27,5,1625,0,1,0,0,0,10,0,1
4483.0,6,3,11,10,13,55,2,45,165,1,0,0,0,0,0,4,0
10791.0,6,27,6,0,12,35,6,35,395,0,0,1,0,0,6,1,1
13587.0,6,6,9,0,21,0,12,0,720,0,0,1,0,0,6,1,1
3873.0,6,12,6,55,9,30,2,35,155,0,1,0,0,0,8,0,0
3841.0,4,3,17,10,19,40,2,30,150,0,1,0,0,0,8,0,0
11281.0,5,1,22,0,19,15,21,15,1275,0,0,1,0,0,1,1,2
13029.0,5,9,9,40,4,25,18,45,1125,0,0,1,0,0,4,1,2
7673.0,3,3,5,35,8,50,3,15,195,0,0,1,0,0,3,1,0
4077.0,6,21,23,30,2,20,2,50,170,1,0,0,0,0,3,4,0
6722.0,3,3,20,55,23,50,2,55,175,1,0,0,0,0,2,4,0
7120.0,6,6,23,55,2,45,2,50,170,1,0,0,0,0,0,4,0
10671.0,5,15,13,30,8,15,18,45,1125,0,0,1,0,0,1,1,1
9653.0,6,27,16,40,19,15,26,35,1595,0,0,1,0,0,1,1,2
5678.0,3,27,2,55,4,25,1,30,90,0,0,0,0,1,4,2,0
11702.0,3,21,5,30,18,50,13,20,800,0,0,1,0,0,4,1,2
15147.0,3,6,15,15,1,35,10,20,620,0,0,1,0,0,6,1,1
7832.0,3,21,11,40,7,40,20,0,1200,1,0,0,0,0,4,4,1
15025.0,3,6,14,5,11,25,21,20,1280,1,0,0,0,0,4,4,1
4777.0,3,24,6,0,8,45,2,45,165,1,0,0,0,0,3,4,0
11848.0,3,9,0,20,4,25,28,5,1685,0,0,1,0,0,4,1,1
4107.0,6,21,19,55,22,25,2,30,150,0,1,0,0,0,0,0,0
13469.0,6,6,17,0,23,35,6,35,395,0,1,0,0,0,4,0,1
10262.0,6,1,15,0,12,35,21,35,1295,0,0,1,0,0,4,1,1
5883.0,6,12,10,35,1,30,14,55,895,0,0,1,0,0,3,1,1
12547.0,3,12,21,25,8,15,10,50,650,1,0,0,0,0,4,4,1
3100.0,6,18,6,20,7,40,1,20,80,0,0,0,0,1,1,2,0
5678.0,5,21,19,35,21,5,1,30,90,0,0,0,0,1,4,2,0
12192.0,6,27,7,0,19,0,12,0,720,0,0,1,0,0,6,1,1
8839.0,5,15,17,15,9,25,16,10,970,0,0,1,0,0,1,1,2
6245.0,4,21,14,15,16,45,2,30,150,0,1,0,0,0,1,0,0
14848.0,6,27,10,0,19,15,9,15,555,0,0,1,0,0,6,1,1
6195.0,6,6,21,50,3,35,5,45,345,0,0,1,0,0,3,1,1
15318.0,6,3,20,0,4,25,8,25,505,0,0,1,0,0,4,1,2
5644.0,6,9,14,25,16,55,2,30,150,0,1,0,0,0,3,0,0
4423.0,5,27,6,5,8,50,2,45,165,1,0,0,0,0,3,4,0
2759.0,3,24,10,20,11,50,1,30,90,0,0,0,0,1,4,2,0
11087.0,3,12,20,35,20,20,23,45,1425,1,0,0,0,0,4,4,1
4282.0,4,18,4,55,7,45,2,50,170,1,0,0,0,0,0,4,0
13555.0,3,18,11,40,5,5,17,25,1045,1,0,0,0,0,4,4,1
12692.0,6,6,17,0,10,55,17,55,1075,0,1,0,0,0,4,0,1
4823.0,4,15,16,55,19,55,3,0,180,1,0,0,0,0,3,4,0
11642.0,5,18,16,50,5,35,12,45,765,0,1,0,0,0,1,0,2
9450.0,5,27,8,0,21,0,13,0,780,0,0,1,0,0,6,1,1
8586.0,5,9,14,5,4,40,14,35,875,0,1,0,0,0,4,0,1
13067.0,5,9,20,25,23,35,27,10,1630,0,1,0,0,0,4,0,1
4823.0,4,6,8,30,11,20,2,50,170,1,0,0,0,0,3,4,0
10844.0,5,21,20,0,18,15,22,15,1335,0,1,0,0,0,4,0,1
11150.0,6,27,23,5,19,0,19,55,1195,0,0,1,0,0,4,1,2
10441.0,5,18,22,0,19,15,21,15,1275,0,0,1,0,0,1,1,2
6287.0,4,15,5,5,12,10,7,5,425,0,0,1,0,0,3,1,1
6147.0,5,9,15,10,20,0,4,50,290,0,0,1,0,0,3,1,1
7845.0,3,27,17,45,1,35,7,50,470,0,0,1,0,0,6,1,1
12557.0,3,21,17,30,18,50,25,20,1520,0,0,1,0,0,4,1,1
10844.0,6,9,14,5,19,50,5,45,345,0,1,0,0,0,4,0,1
6216.0,6,24,14,40,17,50,3,10,190,0,0,1,0,0,10,1,0
10262.0,6,3,17,30,19,0,25,30,1530,0,0,1,0,0,4,1,1
13941.0,5,9,6,30,4,40,22,10,1330,0,1,0,0,0,4,0,1
15129.0,5,9,23,5,12,35,13,30,810,0,0,1,0,0,4,1,2
16863.0,3,3,10,0,1,35,15,35,935,0,0,1,0,0,6,1,1
3175.0,5,15,16,55,18,25,1,30,90,0,0,0,0,1,3,2,0
10844.0,5,24,18,55,18,15,23,20,1400,0,1,0,0,0,4,0,1
4823.0,4,27,18,55,21,50,2,55,175,1,0,0,0,0,3,4,0
13885.0,3,3,14,15,16,45,2,30,150,0,1,0,0,0,1,0,0
12557.0,3,21,19,15,4,25,9,10,550,0,0,1,0,0,4,1,1
8266.0,5,21,10,20,19,15,8,55,535,0,0,1,0,0,6,1,1
11281.0,5,15,22,0,19,15,21,15,1275,0,0,1,0,0,1,1,2
10844.0,5,24,20,0,9,20,13,20,800,0,1,0,0,0,4,0,1
18275.0,6,12,17,50,1,30,7,40,460,0,0,1,0,0,6,1,2
15149.0,5,6,14,5,23,35,9,30,570,0,1,0,0,0,4,0,1
5281.0,6,9,10,35,19,35,9,0,540,0,0,1,0,0,2,1,1
8937.0,6,1,8,30,19,15,10,45,645,0,0,1,0,0,6,1,1
12996.0,4,1,6,30,16,20,9,50,590,0,1,0,0,0,4,0,1
4959.0,6,12,10,35,19,35,9,0,540,0,0,1,0,0,2,1,1
15318.0,5,18,20,0,4,25,8,25,505,0,0,1,0,0,4,1,2
4823.0,5,1,8,30,11,20,2,50,170,1,0,0,0,0,3,4,0
17019.0,3,9,13,45,4,25,14,40,880,0,0,1,0,0,4,1,2
12898.0,5,27,20,55,12,35,15,40,940,0,0,1,0,0,4,1,1
10844.0,6,9,18,55,18,15,23,20,1400,0,1,0,0,0,4,0,1
14571.0,5,24,14,5,19,50,5,45,345,0,1,0,0,0,4,0,1
12121.0,5,24,9,35,14,25,28,50,1730,0,1,0,0,0,4,0,1
14343.0,3,9,17,0,1,35,8,35,515,0,0,1,0,0,6,1,1
3841.0,4,15,17,10,19,40,2,30,150,0,1,0,0,0,8,0,0
5192.0,5,9,15,10,23,30,8,20,500,0,1,0,0,0,0,0,2
12284.0,3,18,5,45,10,25,4,40,280,1,0,0,0,0,4,4,1
7064.0,4,1,18,55,22,35,27,40,1660,0,1,0,0,0,4,0,1
4804.0,5,3,21,25,0,5,2,40,160,0,1,0,0,0,3,0,0
5510.0,6,15,14,15,16,45,2,30,150,0,1,0,0,0,1,0,0
6805.0,5,9,14,55,22,30,7,35,455,0,0,1,0,0,6,1,1
6674.0,5,27,6,50,16,10,9,20,560,0,0,1,0,0,3,1,1
13014.0,6,15,5,30,4,25,22,55,1375,0,0,1,0,0,4,1,2
7744.0,3,1,15,35,23,40,8,5,485,1,0,0,0,0,8,4,1
5221.0,4,15,17,55,22,50,4,55,295,0,0,1,0,0,8,1,1
10671.0,5,15,20,30,8,15,11,45,705,0,0,1,0,0,1,1,1
5699.0,6,9,17,35,22,15,4,40,280,0,1,0,0,0,3,0,1
9709.0,3,21,9,10,15,30,6,20,380,0,0,1,0,0,3,1,1
20747.0,3,3,18,20,4,25,34,5,2045,0,0,1,0,0,4,1,2
15129.0,5,18,23,5,19,0,19,55,1195,0,0,1,0,0,4,1,2
3749.0,5,27,22,10,1,0,2,50,170,1,0,0,0,0,3,4,0
8366.0,5,15,9,25,18,20,8,55,535,0,1,0,0,0,1,0,2
8352.0,3,3,15,45,20,15,4,30,270,1,0,0,0,0,2,4,1
4030.0,5,15,6,0,8,45,2,45,165,1,0,0,0,0,4,4,0
10368.0,6,1,9,40,12,35,26,55,1615,0,0,1,0,0,4,1,2
11883.0,5,6,5,50,12,0,30,10,1810,0,1,0,0,0,1,0,2
15434.0,3,1,11,50,13,0,25,10,1510,1,0,0,0,0,1,4,1
4268.0,4,6,15,15,20,30,5,15,315,0,1,0,0,0,3,0,1
6985.0,3,24,22,10,0,55,2,45,165,0,1,0,0,0,3,0,0
5069.0,5,9,8,10,13,0,4,50,290,0,1,0,0,0,3,0,1
15353.0,3,6,11,40,19,15,7,35,455,0,0,1,0,0,6,1,1
7229.0,5,21,7,10,10,10,3,0,180,1,0,0,0,0,4,4,0
13259.0,6,3,6,0,19,0,13,0,780,0,0,1,0,0,6,1,1
13486.0,5,15,12,55,19,15,30,20,1820,0,0,1,0,0,1,1,2
